-807037756;138996114
-724771436;289844259
-676855157;-92233264
-644862701;-624826590
-522580392;-21601042
-487289495;-368808575
-458235226;-14479111
-443766393;71046499
-432512426;359991143
-405671492;52834357
-392151924;-206981240
-380901844;363593285
-347426397;32465471
-341124222;-646271872
-338389528;13765649
-335150304;52117188
-328967613;19015574
-306975481;-99757579
-300863483;-22397134
-299501015;16849193
-299354860;690321057
-291197326;114465378
-289216398;431663927
-280681403;-1215229
-275634912;703533212
-176562184;98163397
-171069014;66488242
-168806935;42510278
-157493360;-86775211
-155421117;30186019
-148476169;-10690350
-138732250;-528206826
-138436912;174847717
-131826401;-308622846
-127188585;-380929682
-127173238;-162305058
-126527114;-69023989
-113965352;131336060
-108479974;-815573913
-107712326;189182025
-105364530;-447026881
-102423674;5052568
-101616478;220955982
-99879297;31172335
-92566125;132979569
-80992477;19205929
-68585097;-70845804
-64612733;20162798
-63887068;-335869136
-61332867;44087601
-58756561;538071706
-50865058;-554580854
-43747661;-2995641
-40832921;-433123129
-32711671;94108920
-30813068;-23722163
-23379114;307345182
-22581211;56438516
-21110061;44832274
-19008687;4343848
-18376419;752946129
-12646733;-339376228
-8948307;90909040
-7653443;-43955777
-3437768;94365106
-2152676;-122436504
1054342;69603442
1322131;156390516
1771012;-1934603
4523987;84910008
5436919;-416613741
7873042;512928750
15922898;81179141
17263994;-506488110
18663236;75131556
22362932;75566705
24832248;163225057
26333152;-2317557
27386905;28997437
31570409;303756839
37088652;-1661135
37140567;-325081162
42853273;21018285
50063136;377779317
51508117;19882597
56809094;302083773
93367882;161793598
101622111;27571392
103716306;-131144381
103905514;609247915
114664521;339567922
130471130;-361141726
138398647;-398544017
139735476;4464842
141267832;-26446792
143640428;27511934
143958325;-51387495
147868101;611267389
153132809;-72343764
158501681;-201449946
168527694;-261450643
172361319;1827457
188203230;-44047222
192072610;-92213514
197548863;-28333008
208447199;-340279160
215881727;-451545206
245626341;-232734009
246389389;-100126047
248241629;-3821610
263775077;-584036797
265091090;-120303059
281223805;497356917
286128769;-39298748
321753101;-151285656
348401343;240188134
360076534;-3670592
419695038;542325166
456926810;258686076
465040822;553553222
473253143;-551122506
483697425;29679835
523279663;-92797943
525581619;-427297549
528506673;-5042350
531448120;550403026
601477037;-9853149
754441311;-110835550
